date,open,high,low,close,volume
2025-03-06,2449.0,2450.0,2425.0,2443.0,15200.0
2025-03-07,2400.0,2435.0,2397.0,2414.0,31500.0
2025-03-10,2415.0,2435.0,2400.0,2412.0,30100.0
2025-03-11,2396.0,2426.0,2380.0,2426.0,38200.0
2025-03-12,2426.0,2473.0,2426.0,2463.0,40500.0
2025-03-13,2470.0,2490.0,2442.0,2444.0,63800.0
2025-03-14,2394.0,2432.0,2372.0,2403.0,166700.0
2025-03-17,2399.0,2408.0,2334.0,2351.0,123900.0
2025-03-18,2360.0,2377.0,2356.0,2376.0,61000.0
2025-03-19,2357.0,2369.0,2345.0,2363.0,74200.0
2025-03-21,2365.0,2385.0,2352.0,2369.0,65300.0
2025-03-24,2369.0,2398.0,2365.0,2393.0,51500.0
2025-03-25,2400.0,2449.0,2394.0,2435.0,84700.0
2025-03-26,2455.0,2455.0,2408.0,2411.0,33300.0
2025-03-27,2395.0,2413.0,2389.0,2413.0,41800.0
2025-03-28,2420.0,2456.0,2403.0,2445.0,53800.0
2025-03-31,2413.0,2421.0,2384.0,2390.0,75600.0
2025-04-01,2410.0,2410.0,2389.0,2390.0,65200.0
2025-04-02,2410.0,2410.0,2372.0,2373.0,40900.0
2025-04-03,2324.0,2362.0,2300.0,2360.0,152900.0
2025-04-04,2350.0,2360.0,2243.0,2295.0,202100.0
2025-04-07,2077.0,2212.0,2055.0,2197.0,191300.0
2025-04-08,2223.0,2274.0,2223.0,2233.0,113600.0
2025-04-09,2219.0,2230.0,2162.0,2195.0,95300.0
2025-04-10,2320.0,2330.0,2264.0,2282.0,73000.0
2025-04-11,2243.0,2264.0,2204.0,2258.0,56000.0
2025-04-14,2275.0,2288.0,2251.0,2252.0,73100.0
2025-04-15,2260.0,2270.0,2254.0,2260.0,37500.0
2025-04-16,2280.0,2280.0,2239.0,2250.0,30300.0
2025-04-17,2241.0,2246.0,2227.0,2245.0,35500.0
2025-04-18,2245.0,2279.0,2245.0,2279.0,32500.0
2025-04-21,2305.0,2319.0,2289.0,2297.0,52000.0
2025-04-22,2297.0,2298.0,2273.0,2288.0,61800.0
2025-04-23,2317.0,2317.0,2277.0,2285.0,63400.0
2025-04-24,2297.0,2297.0,2272.0,2281.0,61900.0
2025-04-25,2299.0,2317.0,2287.0,2314.0,77200.0
2025-04-28,2251.0,2265.0,2245.0,2256.0,104000.0
2025-04-30,2265.0,2268.0,2239.0,2258.0,81100.0
2025-05-01,2254.0,2278.0,2248.0,2251.0,67300.0
2025-05-02,2252.0,2259.0,2219.0,2219.0,62100.0
2025-05-07,2212.0,2256.0,2210.0,2245.0,85600.0
2025-05-08,2257.0,2293.0,2256.0,2285.0,106700.0
2025-05-09,2298.0,2340.0,2298.0,2312.0,68900.0
2025-05-12,2292.0,2335.0,2283.0,2325.0,92200.0
2025-05-13,2325.0,2332.0,2311.0,2323.0,48700.0
2025-05-14,2327.0,2327.0,2272.0,2280.0,29600.0
2025-05-15,2269.0,2284.0,2264.0,2284.0,31300.0
2025-05-16,2280.0,2300.0,2266.0,2300.0,28000.0
2025-05-19,2299.0,2339.0,2290.0,2332.0,63600.0
2025-05-20,2340.0,2370.0,2332.0,2358.0,55400.0
2025-05-21,2360.0,2369.0,2312.0,2321.0,60700.0
2025-05-22,2272.0,2311.0,2270.0,2277.0,43500.0
2025-05-23,2288.0,2303.0,2281.0,2290.0,38100.0
2025-05-26,2289.0,2302.0,2283.0,2302.0,27800.0
2025-05-27,2290.0,2324.0,2288.0,2324.0,34400.0
2025-05-28,2338.0,2352.0,2317.0,2317.0,31900.0
2025-05-29,2308.0,2320.0,2295.0,2312.0,42700.0
2025-05-30,2296.0,2350.0,2296.0,2335.0,39600.0
2025-06-02,2335.0,2347.0,2317.0,2340.0,36200.0
2025-06-03,2340.0,2351.0,2320.0,2342.0,39400.0
2025-06-04,2321.0,2340.0,2313.0,2333.0,45000.0
2025-06-05,2334.0,2380.0,2334.0,2342.0,62000.0
2025-06-06,2335.0,2336.0,2320.0,2326.0,40200.0
2025-06-09,2328.0,2342.0,2315.0,2315.0,38000.0
2025-06-10,2322.0,2354.0,2319.0,2334.0,58200.0
2025-06-11,2357.0,2365.0,2340.0,2360.0,47000.0
2025-06-12,2360.0,2401.0,2344.0,2391.0,104700.0
2025-06-13,2415.0,2420.0,2325.0,2329.0,128100.0
2025-06-16,2280.0,2300.0,2234.0,2260.0,261300.0
2025-06-17,2262.0,2286.0,2252.0,2268.0,54700.0
2025-06-18,2258.0,2285.0,2258.0,2270.0,51000.0
2025-06-19,2270.0,2284.0,2262.0,2265.0,40900.0
2025-06-20,2261.0,2270.0,2231.0,2231.0,79200.0
2025-06-23,2235.0,2246.0,2203.0,2220.0,78300.0
2025-06-24,2233.0,2240.0,2218.0,2225.0,52500.0
2025-06-25,2226.0,2242.0,2217.0,2225.0,47800.0
2025-06-26,2225.0,2241.0,2219.0,2222.0,32800.0
2025-06-27,2220.0,2260.0,2220.0,2256.0,55100.0
2025-06-30,2267.0,2276.0,2245.0,2246.0,63200.0
2025-07-01,2250.0,2269.0,2239.0,2241.0,57000.0
2025-07-02,2231.0,2264.0,2231.0,2256.0,40200.0
2025-07-03,2252.0,2260.0,2240.0,2241.0,32000.0
2025-07-04,2252.0,2258.0,2239.0,2251.0,35600.0
2025-07-07,2251.0,2265.0,2241.0,2253.0,32500.0
2025-07-08,2253.0,2264.0,2233.0,2252.0,45000.0
2025-07-09,2251.0,2264.0,2247.0,2263.0,43700.0
2025-07-10,2250.0,2269.0,2245.0,2264.0,45300.0
2025-07-11,2274.0,2277.0,2250.0,2253.0,30400.0
2025-07-14,2250.0,2265.0,2246.0,2253.0,50000.0
2025-07-15,2254.0,2259.0,2241.0,2245.0,33200.0
2025-07-16,2254.0,2254.0,2235.0,2239.0,30400.0
2025-07-17,2241.0,2262.0,2237.0,2258.0,44700.0
2025-07-18,2258.0,2262.0,2234.0,2241.0,106800.0
2025-07-22,2241.0,2260.0,2234.0,2253.0,33500.0
2025-07-23,2259.0,2287.0,2259.0,2284.0,90100.0
2025-07-24,2285.0,2299.0,2283.0,2299.0,61900.0
2025-07-25,2300.0,2312.0,2283.0,2307.0,29600.0
2025-07-28,2307.0,2330.0,2302.0,2330.0,36000.0
2025-07-29,2330.0,2330.0,2311.0,2325.0,30700.0
2025-07-30,2314.0,2345.0,2314.0,2345.0,35300.0
2025-07-31,2342.0,2350.0,2330.0,2336.0,29000.0
2025-08-01,2326.0,2353.0,2326.0,2353.0,29500.0
2025-08-04,2321.0,2341.0,2310.0,2335.0,25300.0
2025-08-05,2342.0,2342.0,2322.0,2333.0,21000.0
2025-08-06,2332.0,2355.0,2328.0,2353.0,38200.0
2025-08-07,2353.0,2388.0,2342.0,2382.0,70600.0
2025-08-08,2370.0,2384.0,2355.0,2370.0,42600.0
2025-08-12,2380.0,2381.0,2346.0,2364.0,83000.0
2025-08-13,2367.0,2374.0,2352.0,2365.0,26800.0
2025-08-14,2353.0,2375.0,2335.0,2342.0,33100.0
2025-08-15,2350.0,2364.0,2342.0,2358.0,33800.0
2025-08-18,2374.0,2402.0,2374.0,2398.0,43300.0
2025-08-19,2404.0,2422.0,2386.0,2400.0,55700.0
2025-08-20,2387.0,2390.0,2374.0,2376.0,51100.0
2025-08-21,2376.0,2397.0,2367.0,2394.0,35200.0
2025-08-22,2400.0,2400.0,2382.0,2399.0,22600.0
2025-08-25,2419.0,2429.0,2396.0,2406.0,50300.0
2025-08-26,2415.0,2415.0,2387.0,2394.0,26600.0
2025-08-27,2387.0,2403.0,2382.0,2384.0,19600.0
2025-08-28,2382.0,2395.0,2373.0,2381.0,26300.0
2025-08-29,2376.0,2386.0,2371.0,2375.0,25600.0
2025-09-01,2370.0,2380.0,2365.0,2370.0,31100.0
2025-09-02,2383.0,2386.0,2371.0,2378.0,26300.0
2025-09-03,2383.0,2410.0,2380.0,2388.0,30800.0
2025-09-04,2403.0,2407.0,2380.0,2407.0,25400.0
2025-09-05,2413.0,2418.0,2401.0,2418.0,20800.0
2025-09-08,2431.0,2442.0,2418.0,2423.0,31800.0
2025-09-09,2434.0,2450.0,2422.0,2422.0,56200.0
2025-09-10,2430.0,2437.0,2418.0,2434.0,39600.0
2025-09-11,2445.0,2445.0,2410.0,2423.0,92800.0
2025-09-12,2399.0,2399.0,2345.0,2356.0,214700.0
2025-09-16,2373.0,2390.0,2354.0,2368.0,77200.0
2025-09-17,2365.0,2374.0,2350.0,2369.0,51800.0
2025-09-18,2372.0,2376.0,2345.0,2351.0,52600.0
2025-09-19,2351.0,2354.0,2321.0,2334.0,60500.0
2025-09-22,2334.0,2345.0,2325.0,2342.0,44200.0
2025-09-24,2335.0,2364.0,2334.0,2364.0,69400.0
2025-09-25,2363.0,2392.0,2357.0,2379.0,47800.0
